Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
"Flywheel Shim for VW Bus and Vanagon boxer engine, .32mm",flywheel-shim-021105283,<p>Flywheel shim for&nbsp; Vanagon. .32mm thickness.</p>,VanAgain,Engine Parts,"68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Engine Parts, product-id:2390, orders:1, 68-79-bus, 80-83-air-cooled-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,021105283,,,,,,,,,,,19.00,,,TRUE,,,,,,shopify,10,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/021105283.jpg,1,"Flywheel Shim for VW Bus and Vanagon boxer engine, .32mm",,FALSE,Flywheel Shim,"Flywheel Shim-80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",,Engine Parts,,Adult,021105283,"68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Engine Parts, 68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Engine Parts,"68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Intake Valve for 82-84 Diesel Vanagon,intake-valve-068109601c,<p>Intake Valve for 82-84 Diesel Vanagon 34mm Dia. 104.8mm height.&nbsp; The cost of for one valve.&nbsp; The engine requires four.&nbsp; The picture is just showing two views.&nbsp; The valves will be either TRW or Osvat.</p>,VanAgain,Engine Parts,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Engine Parts, product-id:2392, 82-84-diesel-vanagon",TRUE,Active,068109601C,,,,,,,,,,,9.95,,,TRUE,,,,,,shopify,100,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/068109601C.jpg,1,Intake Valve for 82-84 Diesel Vanagon,,FALSE,Intake Valve,Intake Valve-82-84 Diesel Vanagon,,Engine Parts,,Adult,068109601C,82-84 Diesel Vanagon,"Engine Parts, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Engine Parts,82-84 Diesel Vanagon,has-image,from-products-table,
Exhaust Valve,exhaust-valve-068109611d,Exhaust Valve for 82-84 Diesel Vanagon 31.2mm Dia. 104.6mm height.,VanAgain,Engine Parts,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Engine Parts, product-id:2396, 82-84-diesel-vanagon",TRUE,Active,068109611D,,,,,,,,,,,30.00,,,TRUE,,,,,,shopify,100,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/068109611D.jpg,1,Exhaust Valve,,FALSE,Exhaust Valve,Exhaust Valve-82-84 Diesel Vanagon,,Engine Parts,,Adult,068109611D,82-84 Diesel Vanagon,"Engine Parts, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Engine Parts,82-84 Diesel Vanagon,has-image,from-products-table,
Oil Pump for Diesel Vanagon,oil-pump-068115105BP,<p>Oil Pump for 82-84 Diesel Vanagon aftermarket.&nbsp; This pump was also used in any inline 4 cylinder conversions that used the Diesel Vanagon oil pan.</p>,VanAgain,Engine Parts,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Engine Parts, product-id:2398, orders:5, 82-84-diesel-vanagon",TRUE,Active,068115105BP,,,,,,,,,,,199.00,,,TRUE,,,,,,shopify,3,DENY,1,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/s_068115105bp.jpg,1,Oil Pump for Diesel Vanagon,,FALSE,Oil Pump,Oil Pump-82-84 Diesel Vanagon,,Engine Parts,,Adult,068115105BP,82-84 Diesel Vanagon,"Engine Parts, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Engine Parts,82-84 Diesel Vanagon,has-image,from-products-table,
Oil Filter for 82-84 Diesel Vanagon (German),oil-filter-068115561B,<p>Oil Filter for 82-84 Diesel Vanagon.&nbsp; This is a German Filter either Mann or Mahle.</p>,VanAgain,Engine Parts,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Engine Parts, Tune-up Parts, product-id:2400, orders:13, 82-84-diesel-vanagon",TRUE,Active,068115561B,,,,,,,,,,,6.95,,,TRUE,,,,,,shopify,87,DENY,1,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/s_068115561b.jpg,1,Oil Filter for 82-84 Diesel Vanagon (German),,FALSE,Oil Filter,Oil Filter-82-84 Diesel Vanagon,,Engine Parts,,Adult,068115561B,82-84 Diesel Vanagon,"Engine Parts, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Engine Parts,82-84 Diesel Vanagon,has-image,from-products-table,
Engine Oil Cooler 2.1l Vanagon and 93-95 Eurovan,engine-oil-cooler-eurovan,"Engine Oil Cooler for all Diesel Vanagon, 2.1l Vanagon, and 93-95 5-cylinder gas Eurovan.
Fits in between the oil filter and the block.  Make sure you also replace the oil cooler seal.  Part number is N90181402.",VanAgain,Engine Parts,"82-84 Diesel Vanagon, 86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan","82-84 Diesel Vanagon, 86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan, Engine Parts, product-id:2402, orders:10, 82-84-diesel-vanagon, 86-92-21l-vanagon, 92-96-25l-eurovan, 97-03-28l-eurovan",TRUE,Active,068117021B,,,,,,,,,,,59.00,,,TRUE,,,,,,shopify,94,DENY,1,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/s_oilcooler.jpg,1,Engine Oil Cooler 2.1l Vanagon and 93-95 Eurovan,,FALSE,Engine Oil Cooler 2.1l Vanagon and 93-95 Eurovan,"Engine Oil Cooler 2.1l Vanagon and 93-95 Eurovan-82-84 Diesel Vanagon, 86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan",,Engine Parts,,Adult,068117021B,"82-84 Diesel Vanagon, 86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan","Engine Parts, 82-84 Diesel Vanagon, 86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan, legacy-import",New,TRUE,Engine Parts,"82-84 Diesel Vanagon, 86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan",has-image,from-products-table,
Water Pump for Diesel Vanagon,water-pump-068121005c,"<p>40mm hub,9 bolt Water Pump for 82-84 Diesel Vanagon.&nbsp; If you care about the impeller and what it is made of, please note your preference in the order comments section.&nbsp; If you have no preference I will send the best available as always.</p>

<p>Picture is showing two views of the water pump for clarity.&nbsp; You are only getting one pump.</p>",VanAgain,Coolant System,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Coolant System, product-id:2404, orders:4, 82-84-diesel-vanagon",TRUE,Active,068121005C,,,,,,,,,,,59.95,,,TRUE,,,,,,shopify,98,DENY,5,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/068121005C.jpg,1,Water Pump for Diesel Vanagon,,FALSE,Water Pump,Water Pump-82-84 Diesel Vanagon,,Coolant System,,Adult,068121005C,82-84 Diesel Vanagon,"Coolant System, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Coolant System,82-84 Diesel Vanagon,has-image,from-products-table,
Water Pump Belt for Diesel Vanagon,water-pump-belt-for-diesel-vanagon,<p>This is the water pump belt for the Diesel Vanagon. It is 10x643mm.</p>,VanAgain,Drive Belts,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Drive Belts, Engine Parts, Tune-up Parts, product-id:2406, orders:10, 82-84-diesel-vanagon",TRUE,Active,068121039B,,,,,,,,,,,19.95,,,TRUE,,,,,,shopify,91,DENY,1,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/068121039B.jpg,1,Water Pump Belt for Diesel Vanagon,,FALSE,Water Pump Belt for Diesel Vanagon,Water Pump Belt for Diesel Vanagon-82-84 Diesel Vanagon,,Drive Belts,,Adult,068121039B,82-84 Diesel Vanagon,"Drive Belts, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Drive Belts,82-84 Diesel Vanagon,has-image,from-products-table,
Vanagon Radiator,vanagon-radiator,"<p>Diesel from 83-84 (can be retrofitted into an 82, email for details), 83.5-91 waterboxer.</p>

<p>ATTN: The South African Behr Radiators are No Longer Available.&nbsp; We sell an aftermarket version that is the best quality available and comes with a metal bleeder.&nbsp;&nbsp;</p>",VanAgain,Coolant System,"82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Coolant System, product-id:2408, orders:36, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,068121253E,,,,,,,,,,,199.95,,,TRUE,,,,,,shopify,87,DENY,14,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/068121253E.jpg,1,Vanagon Radiator,,FALSE,Vanagon Radiator,"Vanagon Radiator-82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",,Coolant System,,Adult,068121253E,"82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Coolant System, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Coolant System,"82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
82 Diesel Vanagon Coolant Expansion Tank,82-diesel-vanagon-coolant-expansion-tank,"This is the coolant bottle for the 82 Diesel Vanagon only. Brand new unit. Made in Germany. After many years of being discontinued, this is back!",VanAgain,Coolant System,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Coolant System, product-id:2410, orders:25, 82-84-diesel-vanagon",TRUE,Active,068121405B,,,,,,,,,,,125.00,,,TRUE,,,,,,shopify,89,DENY,1,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/068121405b.jpg,1,82 Diesel Vanagon Coolant Expansion Tank,,FALSE,82 Diesel Vanagon Coolant Expansion Tank,82 Diesel Vanagon Coolant Expansion Tank-82-84 Diesel Vanagon,,Coolant System,,Adult,068121405B,82-84 Diesel Vanagon,"Coolant System, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Coolant System,82-84 Diesel Vanagon,has-image,from-products-table,
"Flywheel Shim for VW Bus and Vanagon boxer engine, .34mm",flywheel-shim-021105285,"<p>Flywheel Shim for VW Bus and Vanagon boxer engine, 0.34mm thickness.</p>",VanAgain,Engine Parts,"68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Engine Parts, product-id:2412, orders:1, 68-79-bus, 80-83-air-cooled-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,021105285,,,,,,,,,,,19.00,,,TRUE,,,,,,shopify,100,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/s_021105285.jpg,1,"Flywheel Shim for VW Bus and Vanagon boxer engine, .34mm",,FALSE,.34mm Flywheel Shim,.34mm Flywheel Shim-83-85 1.9L Vanagon,,Engine Parts,,Adult,021105285,"68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Engine Parts, 68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Engine Parts,"68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Fuel Filter for Diesel Vanagon,fuel-filter-068127177B,<p>Fuel Filter for 82-84 Diesel Vanagon</p>,VanAgain,Fuel Injection,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Fuel Injection, product-id:2414, orders:11, 82-84-diesel-vanagon",TRUE,Active,068127177B,,,,,,,,,,,14.95,,,TRUE,,,,,,shopify,94,DENY,0.5,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/s_068127177b.jpg,1,Fuel Filter for Diesel Vanagon,,FALSE,Fuel Filter,Fuel Filter-82-84 Diesel Vanagon,,Fuel Injection,,Adult,068127177B,82-84 Diesel Vanagon,"Fuel Injection, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Fuel Injection,82-84 Diesel Vanagon,has-image,from-products-table,
Rebuilt Fuel Pump for Diesel Vanagon 1.6l,rebuilt-diesel-fuel-pump,This is the price of rebuilding YOUR fuel pump. Takes about a week. We need to you to take yours off and send it to us for rebuilding.,VanAgain,Fuel Injection,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Fuel Injection, product-id:2416, orders:1, 82-84-diesel-vanagon",TRUE,Active,068130107HX,,,,,,,,,,,499.00,,,TRUE,,,,,,shopify,99,DENY,15,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/068130107HX.jpg,1,Rebuilt Fuel Pump for Diesel Vanagon 1.6l,,FALSE,Rebuilt Fuel Pump for Diesel Vanagon 1.6l,Rebuilt Fuel Pump for Diesel Vanagon 1.6l-82-84 Diesel Vanagon,,Fuel Injection,,Adult,068130107HX,82-84 Diesel Vanagon,"Fuel Injection, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Fuel Injection,82-84 Diesel Vanagon,has-image,from-products-table,
Rebuilt Diesel Injector for 1.6l NA Diesel Vanagon,diesel-injector,<p>This is a rebuilt Diesel Injector for 82-84 1.6l Naturally Aspirated&nbsp;Diesel Vanagon. Right now we can only get these from Delphi as a rebuilt part for $75 each plus&nbsp;the core charge of&nbsp;$53 each.&nbsp; The picture is just showing two views of a single injector.&nbsp; If you want a full set please order 4.</p>,VanAgain,Fuel Injection,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Fuel Injection, product-id:2418, orders:3, 82-84-diesel-vanagon",TRUE,Active,068130201EX,,,,,,,,,,,128.00,,,TRUE,,,,,,shopify,92,DENY,0.5,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/s_068130201ex.jpg,1,Rebuilt Diesel Injector for 1.6l NA Diesel Vanagon,,FALSE,Diesel Injector,Diesel Injector-82-84 Diesel Vanagon,,Fuel Injection,,Adult,068130201EX,82-84 Diesel Vanagon,"Fuel Injection, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Fuel Injection,82-84 Diesel Vanagon,has-image,from-products-table,
Diesel Injection Nozzle,diesel-injection-nozzle,Diesel Injection Nozzle for 82-84 Diesel Vanagon (see Bosch 0 434 250 103),VanAgain,Fuel Injection,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Fuel Injection, product-id:2420, orders:1, 82-84-diesel-vanagon",TRUE,Active,068130211B,,,,,,,,,,,19.00,,,TRUE,,,,,,shopify,96,DENY,0.5,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/s_068130211b.jpg,1,Diesel Injection Nozzle,,FALSE,Diesel Injection Nozzle,Diesel Injection Nozzle-82-84 Diesel Vanagon,,Fuel Injection,,Adult,068130211B,82-84 Diesel Vanagon,"Fuel Injection, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Fuel Injection,82-84 Diesel Vanagon,has-image,from-products-table,
Injector Heat Shield for Diesel Vanagon,injector-heat-shield,<p>Injector Heat Shield for 82-84 Diesel Vanagon (heat shield)</p>,VanAgain,Fuel Injection,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Fuel Injection, product-id:2422, orders:5, 82-84-diesel-vanagon",TRUE,Active,068130219,,,,,,,,,,,2.00,,,TRUE,,,,,,shopify,1000,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/s_068130219.jpg,1,Injector Heat Shield for Diesel Vanagon,,FALSE,Injector Heat Shield,Injector Heat Shield-82-84 Diesel Vanagon,,Fuel Injection,,Adult,068130219,82-84 Diesel Vanagon,"Fuel Injection, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Fuel Injection,82-84 Diesel Vanagon,has-image,from-products-table,
Diesel Injection line,diesel-injection-line-068130301,Cylinder #1 Diesel Injection Line for 82-84 Diesel Vanagon,VanAgain,Fuel Injection,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Fuel Injection, product-id:2424, 82-84-diesel-vanagon",TRUE,Active,68130301,,,,,,,,,,,55.00,,,TRUE,,,,,,shopify,100,DENY,0.5,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/s_068130301.jpg,1,Diesel Injection line,,FALSE,Diesel Injection line,Diesel Injection line-82-84 Diesel Vanagon,,Fuel Injection,,Adult,68130301,82-84 Diesel Vanagon,"Fuel Injection, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Fuel Injection,82-84 Diesel Vanagon,has-image,from-products-table,
Diesel Injection line,diesel-injection-line-068130302,Cylinder #2 Diesel Injection line for 82-84 Diesel Vanagon,VanAgain,Fuel Injection,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Fuel Injection, product-id:2426, 82-84-diesel-vanagon",TRUE,Active,68130302,,,,,,,,,,,55.00,,,TRUE,,,,,,shopify,100,DENY,0.5,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/s_068130301.jpg,1,Diesel Injection line,,FALSE,Diesel Injection line,Diesel Injection line-82-84 Diesel Vanagon,,Fuel Injection,,Adult,68130302,82-84 Diesel Vanagon,"Fuel Injection, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Fuel Injection,82-84 Diesel Vanagon,has-image,from-products-table,
Diesel Injection line,diesel-injection-line-068130303,Cylinder #3 Diesel Injection line for 82-84 Diesel Vanagon,VanAgain,Fuel Injection,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Fuel Injection, product-id:2428, 82-84-diesel-vanagon",TRUE,Active,68130303,,,,,,,,,,,55.00,,,TRUE,,,,,,shopify,100,DENY,0.5,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/s_068130301.jpg,1,Diesel Injection line,,FALSE,Diesel Injection line,Diesel Injection line-82-84 Diesel Vanagon,,Fuel Injection,,Adult,68130303,82-84 Diesel Vanagon,"Fuel Injection, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Fuel Injection,82-84 Diesel Vanagon,has-image,from-products-table,
Diesel Injection line,diesel-injection-line-068130304,Cylinder #4 Diesel Injection line for 82-84 Diesel Vanagon,VanAgain,Fuel Injection,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Fuel Injection, product-id:2430, 82-84-diesel-vanagon",TRUE,Active,68130304,,,,,,,,,,,59.85,,,TRUE,,,,,,shopify,100,DENY,0.5,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/s_068130301.jpg,1,Diesel Injection line,,FALSE,Diesel Injection line,Diesel Injection line-82-84 Diesel Vanagon,,Fuel Injection,,Adult,68130304,82-84 Diesel Vanagon,"Fuel Injection, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Fuel Injection,82-84 Diesel Vanagon,has-image,from-products-table,
Engine Gasket Set,engine-gasket-set-068198001,Engine Gasket Set for 82-84 Diesel Vanagon (less head gasket),VanAgain,Engine Parts,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Engine Parts, product-id:2432, 82-84-diesel-vanagon",TRUE,Active,68198001,,,,,,,,,,,65.00,,,TRUE,,,,,,shopify,100,DENY,0.5,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/068198001.jpg,1,Engine Gasket Set,,FALSE,Engine Gasket Set,Engine Gasket Set-82-84 Diesel Vanagon,,Engine Parts,,Adult,68198001,82-84 Diesel Vanagon,"Engine Parts, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Engine Parts,82-84 Diesel Vanagon,has-image,from-products-table,
"Flywheel Shim for VW Bus and Vanagon boxer engine, .36mm",flywheel-shim-021105287,<p>Flywheel Shim for VW Bus and Vanagon boxer engine. 0.36mm thickness.</p>,VanAgain,Engine Parts,"68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Engine Parts, product-id:2434, orders:4, 68-79-bus, 80-83-air-cooled-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,021105287,,,,,,,,,,,19.00,,,TRUE,,,,,,shopify,10,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/s_021105287.jpg,1,"Flywheel Shim for VW Bus and Vanagon boxer engine, .36mm",,FALSE,.36mm Flywheel Shim,.36mm Flywheel Shim-83-85 1.9L Vanagon,,Engine Parts,,Adult,021105287,"68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Engine Parts, 68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Engine Parts,"68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Cylinder Head Gasket Set,cylinder-head-gasket-set-068198012l,Cylinder Head Gasket Set for 82-84 Diesel Vanagon without head gasket,VanAgain,Engine Parts,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Engine Parts, product-id:2436, 82-84-diesel-vanagon",TRUE,Active,068198012L,,,,,,,,,,,49.00,,,TRUE,,,,,,shopify,100,DENY,0.5,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/068198012L.jpg,1,Cylinder Head Gasket Set,,FALSE,Cylinder Head Gasket Set,Cylinder Head Gasket Set-82-84 Diesel Vanagon,,Engine Parts,,Adult,068198012L,82-84 Diesel Vanagon,"Engine Parts, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Engine Parts,82-84 Diesel Vanagon,has-image,from-products-table,
Piston Ring Set for 82-84 Diesel Vanagon STD,piston-ring-set-068198151c,<p>Piston Ring Set for 82-84 1.6l Diesel Vanagon standard 76.50x1.75x2x3mm.&nbsp; Made by Cofap.&nbsp; They are made in Brazil but the quality is good.&nbsp; Will work on either NA or Turbo 1.6l Diesel.&nbsp;&nbsp;</p>,VanAgain,Engine Parts,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Engine Parts, product-id:2438, orders:1, 82-84-diesel-vanagon",TRUE,Active,068198151C,,,,,,,,,,,49.95,,,TRUE,,,,,,shopify,99,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/068198151CG.jpg,1,Piston Ring Set for 82-84 Diesel Vanagon STD,,FALSE,Piston Ring Set,Piston Ring Set-82-84 Diesel Vanagon,,Engine Parts,,Adult,068198151C,82-84 Diesel Vanagon,"Engine Parts, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Engine Parts,82-84 Diesel Vanagon,has-image,from-products-table,
.25mm Oversized Piston Ring Set for 82-84 Diesel Vanagon,oversized-piston-ring-set-068198153c,"<p>Piston Ring Set for 82-84 Vanagon Diesel (.25mm, 76.75mm)</p>",VanAgain,Engine Parts,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Engine Parts, product-id:2440, 82-84-diesel-vanagon",TRUE,Active,068198153C,,,,,,,,,,,149.00,,,TRUE,,,,,,shopify,0,DENY,0.5,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/068198151CG1.jpg,1,.25mm Oversized Piston Ring Set for 82-84 Diesel Vanagon,,FALSE,.25mm Oversized Piston Ring Set,.25mm Oversized Piston Ring Set-82-84 Diesel Vanagon,,Engine Parts,,Adult,068198153C,82-84 Diesel Vanagon,"Engine Parts, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Engine Parts,82-84 Diesel Vanagon,has-image,from-products-table,
.50mm Oversized Piston Ring Set for 1.6l Diesel Vanagon,oversized-piston-ring-set-068198155C,"<p>.50mm Oversized Piston Ring Set for 82-84 1.6l Diesel Vanagon.&nbsp; Can be used on either NA or Turbo engine, CS or JK</p>",VanAgain,Engine Parts,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Engine Parts, product-id:2442, 82-84-diesel-vanagon",TRUE,Active,068198155C,,,,,,,,,,,35.00,,,TRUE,,,,,,shopify,100,DENY,0.5,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/068198155c.jpg,1,.50mm Oversized Piston Ring Set for 1.6l Diesel Vanagon,,FALSE,.50mm Oversized Piston Ring Set,.50mm Oversized Piston Ring Set-82-84 Diesel Vanagon,,Engine Parts,,Adult,068198155C,82-84 Diesel Vanagon,"Engine Parts, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Engine Parts,82-84 Diesel Vanagon,has-image,from-products-table,
1.00mm Oversize Piston Ring Set for 82-84 1.6l Diesel Vanagon,oversize-piston-ring-set-068198157c,<p>1.00mm oversize Piston Ring Set for 82-84 Diesel Vanagon</p>,VanAgain,Engine Parts,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Engine Parts, product-id:2444, 82-84-diesel-vanagon",TRUE,Active,068198157C,,,,,,,,,,,45.00,,,TRUE,,,,,,shopify,100,DENY,0.5,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/068198151CG2.jpg,1,1.00mm Oversize Piston Ring Set for 82-84 1.6l Diesel Vanagon,,FALSE,1.00mm Oversize Piston Ring Set,1.00mm Oversize Piston Ring Set-82-84 Diesel Vanagon,,Engine Parts,,Adult,068198157C,82-84 Diesel Vanagon,"Engine Parts, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Engine Parts,82-84 Diesel Vanagon,has-image,from-products-table,
